Temperature,Heating_Rate,Residence_Time,Plastic_Type,Moisture_Content,Feed_Rate,Catalyst_Ratio,Gas_Yield,CO2_Emission,Risk_Level
326.1,8.0,90.0,LDPE,5.2,11.69,0.1672,37.06,20.0,Low
426.1,28.3,111.5,HDPE,14.6,2.89,0.0621,41.81,92.1,Low
515.8,13.1,93.8,LDPE,14.7,18.52,0.1871,42.21,20.0,Low
616.3,48.7,75.1,PP,4.02,3.67,0.1073,52.95,70.6,Low
427.5,10.1,31.1,LDPE,0.61,5.27,0.2533,40.58,20.0,Low
550.4,23.2,83.3,PET,10.58,11.6,0.136,42.75,47.65,Low
654.4,38.2,78.6,HDPE,6.76,15.52,0.2179,56.84,20.0,Medium
546.3,36.7,76.3,PET,1.51,12.77,0.0287,46.86,172.57,Low
393.2,24.0,63.9,PP,10.61,5.41,0.1188,37.15,20.0,Low
309.8,20.6,68.2,LDPE,0.47,1.02,0.295,37.51,20.0,Low
648.0,22.9,46.8,PET,13.05,15.39,0.2425,47.93,20.0,Medium
308.5,16.9,67.1,PET,2.08,19.72,0.048,35.5,85.44,Low
649.9,14.2,31.7,PET,1.91,16.39,0.0833,48.78,132.05,Medium
511.6,26.7,98.6,PET,2.64,9.74,0.0989,46.72,57.25,Low
675.6,17.1,30.4,PP,14.4,18.17,0.1951,47.46,20.0,High
619.5,17.9,19.3,PP,10.4,8.79,0.2271,46.64,20.0,Medium
699.2,34.6,58.0,LDPE,12.02,10.97,0.2249,53.45,20.0,High
440.3,48.6,82.4,LDPE,5.96,10.07,0.153,49.46,20.0,Low
606.9,32.2,58.1,HDPE,5.04,9.5,0.2432,55.83,20.0,Low
460.8,8.5,40.4,PP,3.52,15.73,0.1311,42.84,20.0,Low
492.0,8.4,71.4,PET,7.21,11.01,0.0372,41.0,137.21,Low
551.0,47.8,48.2,PET,8.28,7.02,0.1693,47.24,20.0,Low
649.5,18.4,112.6,HDPE,9.48,5.91,0.2857,56.42,20.0,Low
693.6,9.1,111.5,PET,3.86,1.72,0.2379,55.86,20.0,Low
607.3,32.0,65.3,HDPE,14.23,12.08,0.1736,51.23,20.0,Low
467.1,33.1,46.1,LDPE,2.55,5.37,0.194,45.73,20.0,Low
468.5,34.2,91.1,PP,14.48,3.81,0.2792,44.3,20.0,Low
595.0,17.0,14.0,HDPE,0.22,13.42,0.1285,53.31,62.05,Low
395.5,5.7,62.2,PET,7.22,13.94,0.0994,32.36,48.91,Low
344.2,48.4,47.0,HDPE,5.0,15.29,0.2932,40.83,20.0,Low
441.8,16.3,111.3,LDPE,6.74,10.57,0.259,46.01,20.0,Low
414.9,35.4,11.3,PET,8.56,17.99,0.0969,32.95,56.17,Low
418.5,36.8,70.8,LDPE,6.53,18.79,0.1391,49.46,20.0,Low
393.4,32.5,91.5,LDPE,6.22,16.34,0.1245,43.78,20.0,Low
316.8,19.1,63.4,HDPE,10.99,13.08,0.0447,35.39,76.89,Low
307.1,17.2,19.4,LDPE,10.29,6.77,0.2873,28.89,20.0,Low
695.1,31.9,117.0,PET,12.5,19.68,0.1213,53.7,100.66,Medium
471.1,44.0,67.0,LDPE,3.75,6.21,0.2626,47.81,20.0,Low
453.7,47.6,77.6,LDPE,9.14,4.85,0.0568,44.59,122.28,Low
571.9,9.8,36.0,HDPE,8.78,9.4,0.1644,45.97,20.0,Medium
387.3,12.0,63.2,LDPE,5.55,2.08,0.0072,37.33,162.43,Low
680.0,47.5,57.2,PP,7.29,19.59,0.2293,58.52,20.0,Medium
614.5,38.1,18.2,HDPE,4.71,12.18,0.1743,55.29,20.0,Low
335.8,44.7,21.7,HDPE,2.13,11.58,0.1877,41.37,20.0,Low
467.0,14.1,102.1,PET,3.21,13.46,0.0155,41.72,166.14,Low
651.6,31.4,36.4,PET,1.58,10.44,0.0633,52.24,171.0,Medium
677.9,36.6,31.4,PET,10.25,1.61,0.0223,51.16,263.67,Medium
487.0,35.6,65.5,PET,9.91,12.63,0.0867,44.37,105.85,Low
545.4,23.4,94.6,PP,14.26,14.61,0.1882,47.45,20.0,Low
366.8,5.7,16.8,HDPE,10.95,8.92,0.1699,36.48,20.0,Low
696.5,31.2,73.4,LDPE,0.78,15.39,0.1836,59.46,20.0,Low
392.7,16.4,23.1,PET,13.26,5.31,0.1648,31.57,20.0,Low
677.1,25.3,14.0,PET,12.94,5.2,0.0819,43.08,154.72,Medium
559.9,48.1,15.8,PET,6.65,4.07,0.0734,44.69,149.19,Low
543.1,23.0,101.8,LDPE,8.79,8.07,0.0411,51.06,161.5,Low
505.1,42.8,23.0,PET,14.64,17.09,0.2547,37.15,20.0,Medium
392.3,13.5,15.0,LDPE,7.98,16.73,0.1849,32.37,20.0,Low
370.6,35.3,58.2,HDPE,13.58,8.27,0.056,38.39,96.98,Low
388.2,49.0,102.8,HDPE,1.25,12.19,0.0532,49.72,89.14,Low
374.6,9.6,38.9,HDPE,2.87,14.7,0.2619,41.97,20.0,Low
611.8,5.4,56.4,PP,6.61,5.58,0.2228,47.54,20.0,Medium
440.1,24.5,14.4,LDPE,8.77,4.19,0.1978,40.65,20.0,Low
323.1,9.2,59.4,PET,12.24,19.47,0.1221,26.73,20.0,Low
687.6,38.7,73.5,PET,14.82,12.73,0.0786,52.62,176.87,Medium
653.5,46.2,72.8,PET,5.83,19.65,0.2938,53.14,20.0,Low
671.1,24.5,46.6,PET,0.71,7.42,0.2392,49.98,20.0,Medium
698.0,16.6,44.7,PP,12.02,14.36,0.0905,50.06,148.66,Medium
369.6,24.5,21.7,PET,9.07,5.23,0.2543,31.9,20.0,Low
458.5,37.6,50.3,PP,2.98,5.96,0.2277,43.14,20.0,Low
603.3,5.4,20.9,LDPE,7.42,10.73,0.0891,40.75,115.26,Medium
578.4,31.5,94.3,HDPE,11.13,7.07,0.128,52.67,46.42,Low
361.6,32.6,116.3,PET,11.56,4.18,0.0558,40.09,97.93,Low
626.3,33.7,116.7,HDPE,7.49,5.99,0.0333,59.61,211.78,Low
389.8,15.9,105.2,LDPE,4.58,1.68,0.2168,43.4,20.0,Low
389.5,37.1,76.1,LDPE,14.61,14.38,0.0803,38.33,83.78,Low
514.8,9.1,87.1,PET,9.95,10.35,0.246,42.82,20.0,Low
537.2,14.0,41.4,LDPE,6.12,2.79,0.2987,42.14,20.0,Low
532.0,44.5,79.4,HDPE,4.21,4.26,0.023,50.57,193.79,Low
336.6,38.2,60.1,PET,10.97,2.95,0.1419,33.28,20.0,Low
651.0,5.6,63.0,PP,3.63,12.64,0.2406,52.22,20.0,Medium
406.2,16.2,93.4,PET,2.58,2.79,0.2367,44.0,20.0,Low
351.8,14.6,41.0,HDPE,7.95,15.33,0.228,39.02,20.0,Low
655.5,17.2,45.0,PET,4.35,1.39,0.1047,50.65,116.52,Medium
682.3,16.1,111.7,PET,9.43,5.74,0.1362,53.07,65.06,Medium
644.9,7.8,16.2,HDPE,1.77,17.92,0.1785,49.57,20.0,Medium
623.8,25.7,63.4,PET,9.82,14.65,0.2922,49.2,20.0,Medium
562.1,38.0,110.4,PET,4.25,2.39,0.0983,53.15,90.83,Low
520.3,32.3,77.1,HDPE,0.0,16.6,0.2769,50.02,20.0,Low
334.8,35.3,70.1,LDPE,1.9,10.37,0.0808,38.66,36.68,Low
463.4,8.7,37.5,HDPE,14.0,17.09,0.2967,38.13,20.0,Low
449.1,47.8,47.8,PET,13.01,12.41,0.2011,38.79,20.0,Low
403.9,42.7,103.7,PP,3.5,13.95,0.1391,45.1,20.0,Low
589.4,41.2,71.5,PP,11.68,19.88,0.184,49.32,20.0,Low
498.4,42.0,66.6,HDPE,9.13,5.41,0.0818,47.87,108.61,Low
332.4,47.0,21.0,PP,14.56,12.85,0.0823,30.81,52.26,Low
388.1,29.5,11.8,PET,5.6,9.75,0.0341,32.23,131.48,Low
573.3,14.0,116.0,PET,10.22,1.75,0.0342,46.13,191.8,Low
330.5,32.8,51.5,HDPE,0.95,1.27,0.1043,39.8,20.0,Low
640.5,38.4,76.4,PET,5.94,3.27,0.2289,53.91,20.0,Low
498.1,38.2,18.8,LDPE,14.46,13.33,0.1824,40.05,20.0,Medium
492.2,28.5,85.1,PET,8.08,11.78,0.0308,41.84,159.8,Low
537.0,8.1,112.6,HDPE,4.32,11.52,0.2557,56.82,20.0,Low
629.9,21.7,73.3,LDPE,1.8,1.61,0.1804,53.9,20.0,Low
439.1,46.4,23.9,LDPE,10.55,9.92,0.2883,42.73,20.0,Low
571.2,31.3,74.0,PP,9.67,18.57,0.2011,47.49,20.0,Low
526.3,29.2,94.3,PET,5.61,8.55,0.0526,43.19,150.87,Low
406.8,17.1,54.7,HDPE,14.26,12.87,0.1421,38.81,20.0,Low
651.5,21.6,106.8,PP,0.33,15.82,0.1945,59.58,20.0,Low
619.0,45.3,81.4,PP,4.56,15.89,0.0085,54.82,231.73,Low
563.4,35.0,108.9,PET,13.82,10.87,0.0045,45.21,255.81,Medium
640.2,40.4,78.6,PET,4.81,17.3,0.0388,53.06,183.31,Low
646.9,25.4,24.4,HDPE,3.78,8.44,0.0755,52.31,130.48,Medium
583.3,33.4,44.1,PP,8.01,17.89,0.1289,47.06,51.64,Low
634.8,16.2,32.2,HDPE,12.36,5.56,0.1462,50.17,49.12,Medium
579.0,36.7,110.0,PP,1.55,6.32,0.0414,56.22,151.91,Low
572.1,24.2,93.6,PP,14.15,2.01,0.202,48.68,20.0,Low
547.4,24.9,84.4,PP,11.93,16.12,0.1788,46.08,20.0,Low
601.1,34.2,43.1,PET,2.72,8.92,0.0883,48.32,113.02,Low
363.4,47.1,30.2,PP,10.68,5.35,0.0041,32.68,190.9,Low
652.3,7.9,93.2,PP,5.77,5.4,0.0233,52.35,223.66,Low
648.7,42.1,62.2,PP,6.03,18.13,0.1175,47.55,72.66,Medium
311.7,18.2,34.8,LDPE,11.75,16.84,0.0462,28.36,87.3,Low
630.3,25.0,77.8,PET,14.44,11.52,0.113,46.42,101.51,Medium
351.5,6.0,14.4,LDPE,1.9,12.71,0.1885,35.45,20.0,Low
434.0,18.5,45.9,PET,6.31,10.01,0.1642,37.36,20.0,Low
597.4,27.6,61.5,HDPE,7.21,8.44,0.0694,52.99,149.4,Medium
364.3,7.5,26.3,LDPE,5.64,18.39,0.1031,29.4,20.0,Low
627.2,27.1,118.3,HDPE,5.45,3.39,0.1842,59.62,20.0,Low
632.9,46.7,33.0,PP,0.78,8.95,0.2583,51.5,20.0,Low
503.0,9.7,24.3,HDPE,10.28,7.55,0.226,39.64,20.0,Low
302.6,39.4,32.4,HDPE,6.54,10.46,0.166,36.84,20.0,Low
414.8,23.4,94.6,HDPE,2.92,9.7,0.1087,50.29,20.82,Low
546.8,34.5,56.8,HDPE,12.24,10.86,0.1095,48.5,84.8,Low
692.5,16.7,72.2,PET,12.04,3.66,0.2638,50.41,20.0,Medium
552.7,12.2,12.3,LDPE,7.3,10.75,0.0118,41.21,226.68,Medium
403.9,12.2,13.8,PET,4.48,5.61,0.2964,33.34,20.0,Low
553.6,8.2,59.0,PET,9.57,4.5,0.1993,41.34,20.0,Medium
516.0,13.4,99.8,PET,4.32,2.23,0.2043,47.84,20.0,Low
611.9,34.9,107.4,HDPE,3.54,15.49,0.0114,56.19,251.67,Low
342.8,44.7,19.5,PET,10.96,9.12,0.1817,32.79,20.0,Low
604.4,41.6,69.2,LDPE,0.6,12.91,0.1454,54.57,22.8,Low
516.5,35.8,110.5,PET,1.42,14.82,0.0317,52.34,157.19,Low
685.2,10.0,52.7,PP,0.1,13.91,0.0834,56.76,128.86,Medium
436.7,18.0,101.3,HDPE,2.29,9.94,0.2671,46.58,20.0,Low
553.0,18.9,24.7,PP,1.03,8.37,0.165,45.67,20.0,Medium
672.8,16.2,112.9,LDPE,14.94,8.14,0.124,50.74,89.04,Medium
341.0,28.2,92.7,LDPE,4.33,13.16,0.0218,36.6,113.38,Low
674.9,29.1,113.5,LDPE,2.24,10.4,0.2142,58.62,20.0,Low
575.2,21.1,84.4,LDPE,3.61,17.13,0.2109,56.75,20.0,Low
327.1,20.9,50.0,PET,14.04,17.62,0.1842,30.57,20.0,Low
420.4,42.3,113.2,HDPE,7.8,4.24,0.1531,53.0,20.0,Low
583.3,40.5,40.3,LDPE,5.47,3.59,0.1301,51.01,45.07,Low
326.9,18.9,46.5,PP,13.1,12.98,0.178,29.81,20.0,Low
532.9,46.1,87.1,LDPE,5.92,6.72,0.07,49.85,116.67,Low
438.4,47.9,94.2,HDPE,5.03,1.35,0.2824,52.32,20.0,Low
548.4,19.7,112.2,PP,3.11,17.88,0.1766,53.57,20.0,Low
318.3,20.9,32.5,PP,5.67,5.31,0.0934,32.09,24.7,Low
648.6,27.8,97.8,PP,4.75,18.66,0.1349,53.31,36.43,Low
689.4,47.4,91.2,PET,10.16,14.63,0.2417,62.21,20.0,Medium
687.6,44.4,17.0,LDPE,4.34,15.49,0.0485,52.97,212.59,High
599.9,9.6,52.6,PET,8.66,4.83,0.0879,43.62,127.9,Medium
352.0,22.7,41.1,PP,0.99,5.45,0.2039,38.91,20.0,Low
603.3,29.9,43.5,PET,2.87,10.9,0.0946,48.19,112.79,Low
309.8,27.6,118.1,PET,6.11,4.27,0.2378,39.08,20.0,Low
308.8,13.7,80.7,PET,14.05,6.8,0.0391,32.01,124.27,Low
429.4,43.6,88.9,LDPE,5.66,7.11,0.2288,46.02,20.0,Low
495.5,35.5,117.4,PP,9.96,4.03,0.0205,45.51,167.62,Low
608.2,42.7,51.5,PP,3.83,4.9,0.0038,51.58,247.88,Medium
573.3,43.6,98.2,LDPE,1.91,15.98,0.2695,55.35,20.0,Low
478.4,38.7,57.8,PET,0.88,4.18,0.1744,48.69,20.0,Low
409.5,24.8,105.6,PET,4.58,1.54,0.1055,44.98,24.54,Low
698.8,32.5,29.9,HDPE,2.36,12.96,0.0698,57.96,153.26,Medium
470.5,12.2,114.2,HDPE,2.61,19.54,0.1851,48.95,20.0,Low
480.6,35.3,34.1,HDPE,11.41,7.29,0.1527,40.89,20.0,Low
365.4,13.1,45.9,LDPE,0.24,3.25,0.2975,39.65,20.0,Low
617.9,36.2,93.2,PP,8.37,11.84,0.295,54.94,20.0,Low
577.5,15.3,53.3,HDPE,5.69,18.22,0.1905,50.03,20.0,Low
388.3,10.3,76.9,PP,7.6,15.9,0.1329,37.5,20.0,Low
333.0,12.4,58.9,PP,8.44,12.83,0.1473,32.93,20.0,Low
572.2,5.1,91.7,PP,4.7,6.99,0.2047,50.08,20.0,Low
561.8,37.3,35.1,LDPE,4.43,11.3,0.0305,42.81,191.3,Low
409.3,38.0,16.4,LDPE,11.0,2.73,0.0985,33.36,53.34,Medium
680.3,28.2,43.0,LDPE,13.07,13.9,0.0226,47.6,250.37,High
360.4,12.3,62.2,LDPE,2.89,14.78,0.022,40.3,121.16,Low
472.9,8.8,28.5,HDPE,1.46,19.34,0.0588,42.74,97.33,Low
677.4,5.9,49.0,PET,13.47,5.95,0.1456,45.74,75.67,Medium
467.9,12.5,54.0,PET,5.25,1.35,0.2354,40.97,20.0,Low
555.4,45.1,16.3,PET,8.27,11.37,0.1456,45.77,31.28,Low
459.0,15.9,74.2,HDPE,5.39,14.43,0.1006,48.8,46.09,Low
409.7,20.9,107.3,PET,1.89,16.02,0.0247,43.23,145.73,Low
693.6,9.7,26.7,HDPE,8.84,4.68,0.1651,51.24,20.0,High
463.7,15.0,75.8,HDPE,7.88,5.97,0.0814,43.89,91.09,Low
657.6,28.4,83.1,HDPE,3.04,10.74,0.1845,59.29,20.0,Low
392.0,32.3,56.1,PET,6.78,7.28,0.2932,37.53,20.0,Low
385.2,16.0,87.1,PP,11.95,17.35,0.0334,38.13,138.19,Low
312.5,7.6,55.2,PET,8.86,10.0,0.0636,30.53,74.36,Low
560.7,22.6,65.5,PET,1.45,16.19,0.1419,49.7,23.85,Low
447.4,15.5,10.8,LDPE,8.22,12.03,0.2906,39.65,20.0,Low
645.7,14.9,86.1,HDPE,10.54,15.69,0.2315,58.28,20.0,Low
489.3,48.2,82.7,PP,11.89,7.32,0.2695,46.55,20.0,Low
687.3,32.7,14.2,LDPE,9.44,16.8,0.1001,51.76,138.85,High
374.2,30.1,50.5,PP,2.29,6.22,0.2976,40.4,20.0,Low
647.4,23.7,117.7,PP,10.65,11.38,0.0308,56.36,201.01,Medium
610.6,24.3,56.3,HDPE,10.16,5.07,0.0159,52.59,245.58,Medium
608.4,29.3,65.2,PET,0.37,10.04,0.2567,54.69,20.0,Low
637.9,36.3,110.1,HDPE,6.18,7.05,0.2782,60.83,20.0,Low
604.4,36.6,88.9,HDPE,4.99,6.07,0.0272,55.29,181.61,Low
550.5,12.7,74.0,LDPE,10.04,19.37,0.034,42.08,182.71,Low
352.5,27.5,97.8,HDPE,3.24,4.04,0.01,44.54,144.52,Low
313.0,23.5,105.1,PET,8.86,15.96,0.0314,38.2,103.65,Low
668.3,44.2,60.3,PP,13.7,19.7,0.0628,50.5,191.0,Medium
546.7,33.4,62.3,HDPE,11.97,1.38,0.291,50.7,20.0,Low
618.6,29.0,52.5,PP,13.82,14.28,0.2004,48.8,20.0,Medium
492.6,10.2,116.3,HDPE,14.68,5.81,0.2336,46.22,20.0,Low
346.9,32.3,86.7,PP,0.16,1.77,0.2328,46.22,20.0,Low
350.1,10.3,19.2,HDPE,9.34,8.65,0.1605,28.38,20.0,Low
574.2,20.2,104.9,LDPE,6.19,18.77,0.2392,49.78,20.0,Low
472.1,11.4,62.9,PP,12.9,1.22,0.1787,37.39,20.0,Low
380.2,36.1,17.6,HDPE,3.78,12.17,0.0944,38.97,28.29,Low
496.6,14.3,70.5,HDPE,14.72,10.53,0.1683,44.05,20.0,Low
325.7,22.6,55.9,LDPE,9.21,17.59,0.1601,34.8,20.0,Low
532.8,45.3,106.6,LDPE,11.9,2.6,0.247,50.77,20.0,Low
407.6,14.2,32.4,LDPE,1.28,13.95,0.2945,41.42,20.0,Low
619.0,27.9,100.9,PP,2.75,13.92,0.1233,54.15,57.39,Low
424.1,23.9,71.3,PP,11.38,13.71,0.229,37.32,20.0,Low
482.1,5.8,16.0,LDPE,0.33,18.9,0.0299,41.74,158.66,Low
304.6,40.7,116.9,PET,12.25,16.64,0.233,35.43,20.0,Low
329.0,8.1,66.4,PET,0.21,1.8,0.1114,32.88,20.0,Low
457.0,26.3,42.0,HDPE,9.86,9.95,0.0118,43.92,194.55,Low
492.0,30.2,61.6,PET,5.48,8.56,0.109,46.15,64.01,Low
540.0,33.3,104.4,HDPE,9.17,6.89,0.1832,56.12,20.0,Low
416.7,36.0,43.5,PP,10.44,9.58,0.0358,38.25,152.82,Low
578.0,16.4,31.2,PP,5.14,8.3,0.2772,48.1,20.0,Low
644.0,5.4,24.2,PET,1.62,9.21,0.0233,49.73,216.5,Medium
611.9,37.6,42.8,PP,1.04,19.61,0.279,52.36,20.0,Low
315.8,29.1,95.8,LDPE,8.83,2.68,0.2121,40.23,20.0,Low
492.2,42.6,61.9,LDPE,7.81,18.52,0.0989,45.96,60.81,Low
342.0,42.0,35.0,PET,11.13,10.12,0.1172,33.94,25.02,Low
396.8,42.9,28.3,PET,7.65,12.85,0.2222,37.06,20.0,Low
694.7,26.8,46.6,HDPE,6.34,16.77,0.1804,59.47,20.0,Medium
357.0,20.0,113.4,PP,5.97,7.85,0.2015,42.39,20.0,Low
499.6,40.6,47.7,HDPE,0.4,9.18,0.1167,48.28,39.27,Low
547.3,25.3,118.7,HDPE,5.03,8.78,0.1463,58.51,20.0,Low
581.0,13.3,63.4,LDPE,14.64,8.12,0.297,42.71,20.0,Low
523.9,43.5,29.7,LDPE,13.1,18.59,0.0642,44.19,150.73,Low
303.9,44.7,108.0,LDPE,4.94,16.75,0.1254,41.28,20.0,Low
430.6,26.0,60.6,LDPE,8.82,3.07,0.0875,42.36,59.37,Low
507.1,8.4,88.1,HDPE,12.71,3.05,0.2295,48.3,20.0,Low
335.1,22.5,118.2,LDPE,6.62,9.13,0.2292,42.16,20.0,Low
440.3,41.2,15.5,PP,0.27,2.87,0.0877,43.69,53.52,Low
313.3,45.6,20.6,LDPE,1.12,12.76,0.0244,37.28,98.94,Low
331.4,14.2,89.3,LDPE,7.66,3.73,0.0034,32.29,146.47,Low
458.8,8.0,41.0,LDPE,14.54,10.93,0.1282,35.63,28.28,Low
353.1,44.5,30.3,PET,10.4,1.14,0.1231,30.71,20.0,Low
527.0,22.5,14.3,PP,1.06,7.02,0.2965,46.04,20.0,Low
575.8,29.4,12.4,PP,2.84,13.87,0.1409,44.72,23.35,Low
620.2,48.6,95.2,HDPE,11.57,10.2,0.0769,53.71,125.16,Low
380.1,8.0,24.8,HDPE,12.62,19.59,0.2674,38.02,20.0,Low
367.0,34.2,61.4,LDPE,9.27,17.61,0.1473,39.93,20.0,Low
341.8,8.3,76.6,PET,9.67,7.82,0.1798,33.11,20.0,Low
554.6,21.9,57.1,HDPE,0.43,1.86,0.0287,52.79,178.83,Low
582.6,41.2,13.0,HDPE,12.43,17.07,0.1149,46.15,75.65,Medium
312.6,24.5,96.2,LDPE,11.82,18.31,0.2833,37.42,20.0,Low
674.5,49.9,11.2,LDPE,3.89,16.59,0.1769,52.19,20.0,Medium
320.8,30.2,93.8,HDPE,10.63,3.43,0.1034,41.75,20.0,Low
516.5,19.5,108.3,HDPE,3.22,19.96,0.1877,53.25,20.0,Low
583.6,14.9,57.6,PP,0.6,5.91,0.2731,50.5,20.0,Low
648.4,20.8,68.9,PET,3.02,14.76,0.0822,51.96,125.01,Medium
585.6,21.8,62.5,PP,2.68,18.25,0.1515,49.69,20.0,Low
620.7,8.1,52.8,HDPE,5.07,5.48,0.2876,53.63,20.0,Medium
435.8,21.6,107.6,PP,6.28,18.26,0.0517,43.61,125.99,Low
625.9,25.9,108.3,PP,7.63,6.88,0.2159,55.75,20.0,Low
332.0,37.5,46.9,HDPE,7.15,19.55,0.1843,41.89,20.0,Low
657.9,34.6,77.7,LDPE,4.06,6.34,0.2039,55.12,20.0,Low
519.0,36.9,112.0,HDPE,0.44,19.12,0.1054,56.64,45.27,Low
626.9,5.4,115.8,LDPE,9.08,2.02,0.0942,53.0,95.18,Low
480.9,14.8,66.0,HDPE,5.94,14.48,0.2053,45.99,20.0,Low
557.4,34.8,59.8,HDPE,4.48,11.11,0.0647,53.15,143.66,Low
510.6,26.8,40.7,HDPE,13.0,10.08,0.1259,44.7,48.82,Low
592.6,5.2,115.5,PET,11.2,5.25,0.0565,49.24,170.22,Medium
332.7,41.2,25.7,LDPE,12.87,14.41,0.0025,30.18,171.39,Low
324.1,39.8,73.8,PET,7.42,4.63,0.291,34.94,20.0,Low
398.8,29.7,41.1,HDPE,1.96,11.5,0.1295,43.25,20.0,Low
363.8,8.0,40.7,PP,10.44,5.81,0.2908,31.54,20.0,Low
648.7,39.5,54.5,PET,3.09,19.16,0.0421,53.54,190.89,Low
387.7,31.3,119.9,LDPE,6.62,1.54,0.1762,42.35,20.0,Low
690.3,40.2,16.0,HDPE,0.98,4.79,0.0603,62.3,159.35,Medium
434.8,38.8,73.6,PET,12.38,5.6,0.237,42.1,20.0,Low
372.8,41.1,19.1,PP,1.89,8.87,0.2351,39.54,20.0,Low
615.9,28.3,27.0,PET,13.55,5.42,0.0338,43.92,219.25,High
563.5,11.3,58.4,LDPE,12.96,10.34,0.2736,40.59,20.0,Medium
499.3,35.2,66.2,PET,6.97,17.58,0.0584,48.63,143.9,Low
522.1,32.9,38.5,PP,11.17,14.53,0.1839,41.63,20.0,Medium
587.7,38.4,44.8,PP,9.29,12.02,0.2957,48.4,20.0,Low
391.4,12.6,19.6,LDPE,12.05,2.69,0.2647,28.99,20.0,Low
698.5,13.8,43.4,PP,6.48,14.19,0.287,53.94,20.0,Medium
689.9,45.1,116.3,HDPE,11.79,4.16,0.1028,58.72,141.93,Medium
560.1,38.7,113.9,PP,6.94,15.94,0.0317,52.89,194.24,Low
379.8,45.9,46.8,HDPE,14.11,5.75,0.0565,37.46,121.0,Low
572.1,39.1,72.8,PET,7.3,8.92,0.1501,46.29,29.5,Low
328.9,31.9,110.1,HDPE,6.94,7.66,0.238,42.55,20.0,Low
312.3,34.4,10.7,HDPE,11.78,17.32,0.045,32.7,117.07,Low
403.1,45.0,99.2,PET,12.32,3.4,0.1979,37.85,20.0,Low
485.0,31.0,114.3,PP,8.32,11.75,0.0971,46.33,47.77,Low
647.3,33.5,20.0,HDPE,2.7,3.7,0.1024,55.8,101.42,Medium
590.9,12.0,27.8,PP,7.02,14.39,0.1986,50.66,20.0,Medium
597.1,26.3,115.7,PET,14.52,18.2,0.1401,49.14,41.16,Medium
470.2,37.2,69.1,LDPE,11.29,9.26,0.2436,41.5,20.0,Low
438.4,17.2,11.6,PP,12.17,10.27,0.0468,32.98,162.82,Low
448.4,14.1,38.3,PP,0.49,18.62,0.237,42.9,20.0,Low
695.1,19.1,59.5,LDPE,7.02,10.9,0.0193,52.31,245.14,Medium
316.0,15.9,86.2,LDPE,9.7,10.26,0.0582,36.53,59.22,Low
646.8,14.7,90.6,PET,12.45,11.99,0.1968,49.25,20.0,Medium
531.5,24.1,119.5,PP,0.74,14.1,0.2565,56.27,20.0,Low
475.4,45.9,41.6,PP,12.79,3.03,0.0758,40.04,123.89,Medium
590.1,27.8,69.2,PET,8.23,16.6,0.0982,49.85,108.23,Low
494.7,13.5,68.7,PP,2.96,9.27,0.1611,45.57,20.0,Low
649.4,8.5,54.6,HDPE,4.76,2.37,0.0635,51.68,162.74,Medium
660.3,36.3,28.6,HDPE,4.23,15.94,0.2433,60.39,20.0,Medium
468.7,22.2,117.5,HDPE,7.96,8.16,0.2321,46.59,20.0,Low
410.7,42.0,103.9,PP,0.78,2.91,0.0436,46.4,101.07,Low
536.9,34.7,64.8,HDPE,2.38,13.04,0.1391,51.75,21.63,Low
664.9,40.8,76.4,HDPE,12.19,17.72,0.2324,61.52,20.0,Low
384.3,17.2,35.0,PET,1.99,17.87,0.1012,39.86,20.0,Low
549.2,36.2,69.8,PET,3.5,19.2,0.1899,51.85,20.0,Low
552.6,16.9,86.4,LDPE,6.8,17.49,0.0151,47.25,183.67,Low
593.2,47.3,66.7,LDPE,7.76,1.04,0.1826,56.61,20.0,Low
352.6,33.6,118.9,LDPE,11.45,8.22,0.0458,40.75,104.59,Low
586.3,19.6,77.2,LDPE,6.71,16.55,0.2492,52.3,20.0,Low
663.6,17.1,50.8,PET,11.85,7.96,0.1066,46.93,124.93,Medium
371.9,13.6,94.9,PET,9.28,12.43,0.0845,36.23,51.27,Low
395.0,36.3,28.8,PET,1.7,12.52,0.2523,38.59,20.0,Low
688.6,14.8,52.3,HDPE,2.34,7.94,0.015,56.58,253.21,Medium
372.4,31.8,48.2,HDPE,6.56,18.19,0.119,42.19,20.0,Low
641.8,16.9,57.5,LDPE,5.95,10.56,0.111,51.69,82.63,Medium
496.9,34.8,96.0,HDPE,11.15,9.83,0.0854,48.79,86.58,Low
398.9,41.7,63.3,PP,8.71,19.95,0.2735,44.2,20.0,Low
648.3,40.0,97.3,PET,5.82,10.38,0.2253,49.49,20.0,Low
478.1,39.2,73.4,LDPE,2.56,4.39,0.0192,48.54,183.15,Low
505.9,13.4,47.6,LDPE,3.4,10.75,0.2144,46.26,20.0,Low
443.7,9.0,99.1,PP,8.63,16.47,0.1582,44.78,20.0,Low
537.2,36.5,36.2,HDPE,6.35,15.76,0.2703,49.45,20.0,Low
365.4,21.6,34.7,LDPE,7.72,15.98,0.0939,35.23,21.91,Low
456.4,24.5,65.5,HDPE,2.56,14.45,0.1722,50.06,20.0,Low
687.8,6.4,38.7,HDPE,9.94,5.83,0.1502,54.89,52.06,Medium
403.3,16.7,11.0,PP,12.79,17.38,0.1469,31.45,20.0,Low
562.7,6.5,81.3,LDPE,3.87,17.98,0.1368,49.57,27.9,Low
